series_name,director_name,genre,ratings,performers,ott_platform
Fabulous Lives of Bollywood Wives Season 1,No description available,East Coast hip-hop,1.7,"Neelam Kothari, Maheep Kapoor, Bhavna Pandey, Seema Kiran Sajdeh",Netflix
Virgin River Season 2,"Andy Mikita, Gail Harvey, Martin Wood, Tim Matheson",Romantic drama,3.531681244,"Alexandra Breckenridge, Martin Henderson, Colin Lawrence, Jenny Cooper, Lauren Hammersley, Annette O'Toole, Tim Matheson, Benjamin Hollingsworth, Grayson Gurnsey, Sarah Dugdale, Marco Grazzini, Daniel Gillies, Lexa Doig, Nicola Cavendish, Gwynyth Walsh, Lynda Boyd, David Cubitt, Ian Tracey, Teryl Rothery, Steve Bacic, Carmel Amit",Netflix
Mismatched Season 1,"Akarsh Khurana, Nipun Dharmadhikari",Unknown,3.1,"Prajakta Koli, Rohit Saraf, Rannvijay Singha, Vidya Malvade",Netflix
Bicchoo Ka Khel,"Ashish Shukla, Saurabh Arora, Baljit Singh Chaddha",Crime,3.531681244,"Divyendu Sharma, Anshul Chauhan, Mukul Chadda, Trisshna Mukherji, Zeishan Quadri, Rajesh Sharma, Satyajit Sharma, Gagan Anand, Akanksha Thakur, Prashansa Sharma",ALTT (ALTBalaji)
Big Sky Season 1,"Gwyneth Horder-Payton, Michael Goi, Jennifer Lynch, Tasha Smith, Paul McGuigan",Crime drama Thriller,3.531681244,"Katheryn Winnick, Kylie Bunbury, Dedee Pfeiffer, Brian Geraghty, Anja Savcic, Jesse James Keitel, Omar Metwally, John Carroll Lynch, Patrick Gallagher, Jeff Joseph, Valerie Mahaffey, Natalie Alyn Lind, Jade Pettyjohn, Brooke Smith, Ryan de Quintal, Ted Levine, Gabriel Jacob-Cross, Michelle Forbes, Kyle Schmid, Ryan Phillippe, Ryan Dorsey, Gage Marsh, Sharon Taylor, Michael Malarkey, Paul Piaskowski, Michael Karan Tomsu, Michelle Veintimilla, Rachel Colwell, Camille Sullivan, Michael Raymond-James, Carlos Gómez, Karin Konoval, Camille Hollett-French, Alessandro Juliani, Chad Willett, Michael Meneer, John Kapelos, Sara Canning, Andreas Apergis, Evan Whitten, Jaycie Dotin, Kate Gajdosik, Dakota Daulby, Sebastian Kroon, Nisreen Slim, Alexander Alayon Jr., Conrad R. Padilla, Timothy Oakes, Michael Eklund, Fletcher Donovan, Adam Bogen, Terry Chen, Lorne Cardinal, Jared Ager-Foster, Savonna Spracklin, Darren Dolynski, Beau Daniels, Donald Sales, Ty Olsson",Disney+ Hotstar
His Dark Materials Season 2,"Amit Gupta, Weronika Tofilska, Jamie Childs, William McGregor, Leanne Welham, Otto Bathurst, Tom Hooper, Charles Martin, Euros Lyn, Dawn Shadforth",Adventure Fantasy drama Mystery,3.531681244,"Dafne Keen, Ruth Wilson, Anne-Marie Duff, Clarke Peters, James Cosmo, Ariyon Bakare, Will Keen, Lucian Msamati, Gary Lewis, Gary Lewis, Lewin Lloyd, Daniel Frogson, James McAvoy, Lin-Manuel Miranda, Ruta Gedmintas, Amir Wilson, Nina Sosanya, Jade Anouka, Sean Gilder, Simone Kirby, Andrew Scott, Andrew Scott",JioCinema
The Crown Season 4,No description available,Historical drama,3.531681244,"Olivia Colman, Tobias Menzies, Helena Bonham Carter, Ben Daniels, Jason Watkins, Marion Bailey, Erin Doherty, Charles Dance, Josh O'Connor",Netflix
The Blacklist Season 8,No description available,Crime drama Action Thriller,3.5,"James Spader, Megan Boone, Diego Klattenhoff, Harry Lennix, Amir Arison, Laura Sohn, Hisham Tawfiq, Laila Robins, Reg Rogers, Ron Raines, Ginger Mason, Kecia Lewis, Drew Gehling, Deirdre Lovejoy",Netflix
Aashram Season 2,Prakash Jha,Crime thriller Procedural drama Political thriller Mystery,2.7,"Bobby Deol, Chandan Roy Sanyal, Aaditi Pohankar, Tushar Pandey, Darshan Kumar, Anupriya Goenka, Tridha Choudhury, Vikram Kochhar, Anil Rastogi, Sachin Shroff, Anurita Jha, Rajeev Siddhartha, Jahangir Khan, Adhyayan Suman, Keshav Pandit, Mala Sinha, Rupesh Kumar, Navdeep Tomar, Akhilesh Tripathi and Jigesh, Preeti Singh, Esha Gupta",MX Player
Industry Season 1,"Lena Dunham, Tinge Krishnan, Ed Lilly, Mary Nighy",Drama Financial thriller,3.531681244,"Marisa Abela, Priyanga Burford, Mark Dexter, Myha'la Herrold, David Jonsson, Harry Lawtey, Ben Lloyd-Hughes, Conor MacNeill, Freya Mavor, Derek Riddell, Nabhaan Rizwan, Will Tudor, Ken Leung, Sarah Parish, Andrew Buchan, Amir El-Masry, Alex Alomar Akpobome, Adam Levy, Indy Lewis, Jay Duplass, Sonny Poon Tip, Katrine De Candole",JioCinema
Love Island USA Season 2,Ryan 'Reinhardt' Vermeulen,Reality,3.531681244,"Matthew Hoffman (narrator), Arielle Vandenberg (host), Cely Vazquez, Kaitlynn Anderson, Mackenzie Dipman, Moira Tumas, Kierstan Saulter, Rachel Lundell, Lauren Coogan, Tre Forte, Jeremiah White, Connor Trott, Justine Ndiba, Carrington Rodriguez, James McCool, Johnny Middlebrooks",Voot
The Good Doctor Season 4,"Felipe Rodriguez, Freddie Highmore, Tim Southam, Lee Friedlander, Sarah Wayne Callies, Mike Listo, David Straiton, Sarah Wayne Callies, Vanessa Parise, Gary Hawes, Rachel Leiterman",Medical drama,3.531681244,"Freddie Highmore, Nicholas Gonzalez, Antonia Thomas, Chuku Modu, Beau Garrett, Irene Keng, Hill Harper, Richard Schiff, Tamlyn Tomita, Fiona Gubelmann, Will Yun Lee, Christina Chang, Paige Spara, Jasika Nicole, Bria Samoné Henderson, Noah Galvin, Osvaldo Benavides",Amazon Prime Video
Please Find Attached Season 2,Nayana Shyam,Unknown,3.531681244,"Ayush Mehra, Barkha Singh, Vaibhavi Upadhyaya, Aditya Pandey, Tushar Dhembla, Shiv Kanungo, Anumeha Jain, Ayush Nathani, Priyank Tatariya, Noyrika BhathejaAbhishek Bhalerao, Manish Kharage",Amazon miniTV
The Mandalorian Season 2,"Jon Favreau, Peyton Reed, Bryce Dallas Howard, Carl Weathers, Dave Filoni, Robert Rodriguez, Rick Famuyiwa",Action - adventure Space Western,3.7,"Pedro Pascal, Amy Sedaris, Temuera Morrison, Misty Rosas, Mercedes Varnado, Katee Sackhoff, Giancarlo Esposito, Gina Carano, Omid Abtahi, Ming-Na Wen",Disney+ Hotstar
This Is Us Season 5,"Ken Olin, Anne Fletcher, Kay Oyegun, Kevin Rodney Sullivan, Jon Huertas, Yasu Tanida, Chris Koch, Jessica Yu, Milo Ventimiglia",Comedy drama Family drama Romantic drama Tragedy,3.531681244,"Milo Ventimiglia, Mandy Moore, Sterling K. Brown, Chrissy Metz, Justin Hartley, Susan Kelechi Watson, Chris Sullivan, Jon Huertas, Caitlin Thompson, Eris Baker, Faithe Herman, Lyric Ross, Asante Blackk",Amazon Prime Video
A Suitable Boy,Mira Nair,Drama,3.1,"Tabu, Tabu, Ishaan Khatter, Tanya Maniktala, Rasika Dugal",Netflix
Barbarians Season 1,"Barbara Eder, Stephen St. Leger",Historical drama Action,3.531681244,"Laurence Ruppde, Jeanne Goursaud, David Schütter, Bernhard Schütz, Nicki von Tempelhoff, Ronald Zehrfeld, Eva Verena Müller, Nikolai Kinski, Valerio Morigiit, Gaetano Aronica, Urs Rechn, Mathis Landwehr, Jeremy Miliker, Sergej Onopkode, Matthias Weidenhöfer, Florian Schmidtke, Denis Schmidt, Sophie Rois, Arved Birnbaum",Netflix
Mirzapur Season 2,"Karan Anshuman, Gurmeet Singh, Mihir Desai",Crime Thriller Action,2.8,"Ali Fazal, Vikrant Massey, Pankaj Tripathi, Divyendu Sharma, Rasika Dugal, Shweta Tripathi, Kulbhushan Kharbanda, Shriya Pilgaonkar, Lilliput (actor), Vijay Varma, Isha Talwar",Prime Video
My Next Guest Needs No Introduction with David Letterman Season 3,No description available,Talk show,5.0,"David Letterman, Kim Kardashian West, Robert Downey Jr., Dave Chappelle, Lizzo",Netflix
The Bureau of Magical Things Season 1,"Grant Brown, Evan Clarry",Drama [ 1 ],3.531681244,"Kimie Tsukakoshi, Elizabeth Cullen, Mia Milnes, Julian Cullen, Rainbow Wedell, Jamie Carter, Christopher Sommers, Steve Nation, Nicholas Bell, Arnijka Larcombe-Weate, Melanie Zanetti, Paul Bishop, Samantha Fitzgerald, Maggie Kirkpatrick, Joel Pierce, Steven Lunavich, Cameron Caulfield, Darko Tuscan",Netflix
Ghostwriter Season 2,"Melanie Orr, Mars Horodyski, Stephen Reynolds, J.J. Johnson, Luke Matheny",Children's series Mystery Fantasy,3.531681244,"J. Santiago Suárez, Isaac Arellanes, Hannah Levinson, Amadi Chapata, Justin Sanchez, Nicola Correia-Damude, Michael Brown, Luca Villacis, Tamara Almeida, Parker Lauzon, Doug MacLeod, Carlos Gonzalez-Vio, Jeff Joseph, Anna Claire Bartlam, Andrew Hinkson, Romel De Silva, Stephen R. Hart, Kelly Van der Burg, Athena Park, Steven Yaffee",Apple TV+
Scam 1992: The Harshad Mehta Story,"Hansal Mehta, Jai Mehta",Crime,3.3,"Pratik Gandhi, Shreya Dhanwanthary, Hemant Kher, Nikhil Dwivedi",SonyLIV
Tale of the Nine Tailed,"Kang Shin-hyo, Jo Nam-hyung",Fantasy Action Romance Drama Suspense Horror,3.531681244,"Lee Dong-wook, Kim Bum, Lee Joo-won, Jo Bo-ah, Park Da-yeon, Kim Jung-nan, Ahn Gil-kang, Hwang Hee, Kim Soo-jin, Kim Yong-ji, Lee Tae-ri",Amazon Prime Video
Bigg Boss Season 14,No description available,Indian pop playback singing,4.0,"Salman Khan, Jasmine Bhasin, Aly Goni, Eijaz Khan, Sara Gurpal, Neha Sharma, Pavitra Punia, Naina Singh, Nikki Tamboli, Nishant Singh Malkhani, Karen Patel, Janu Kumar Sanu, Sneha Ullal, Abhinav Shukla, Rubina Dilaik, Giaa Manek, Rahul Vaidya, Shehzad Doel, Gauahar Khan, Hina Khan, Sidharth Shukl",JioCinema
Emily in Paris Season 1,"Andrew Fleming, Zoe R. Cassavetes, Peter Lauer",Romantic comedy drama [ 1 ],2.5,"Lily Collins, Philippine Leroy-Beaulieu, Ashley Park, Ashley Park, Lucas Bravo, Samuel Arnold, Bruno Gouery, Camille Razat, William Abadie",Netflix
Fargo Season 4,"Michael Uppendahl, Noah Hawley, Dearbhla Walsh, Dana Gonzales, Sylvain White",Anthology Crime drama Noir Thriller Black comedy [ 1 ] [ 2 ],3.531681244,"Chris Rock, Jessie Buckley, Jason Schwartzman, Ben Whishaw, Jack Huston, Salvatore Esposito, Emyri Crutchfield, Andrew Bird, Anji White, Jeremie Harris, Matthew Elam, Corey Hendrix, James Vincent Meredith, Francesco Acquaroli, Gaetano Brunoit, Stephen Spencer, Karen Aldridge",Prime Video
Tehran Season 1,Daniel Syrkin,Serial drama Espionage thriller,2.0,"Niv Sultan, Shaun Toub, Menashe Noy, Shervin Alenabi, Navid Negahban, Liraz Charhi, Qais Khan, Sogand Sara Fakheri, Reza Diako, Dan Mor, Arash Marandi, Shila Ommi, Danny Sher, Moe Bar El, Ash Goldeh, Glenn Close",Apple TV+
Crackdown Season 1,Apoorva Lakhia,Action-adventure,0.5,"Saqib Saleem, Shriya Pilgaonkar, Mohammed Iqbal Khan, Ankur Bhatia, Rajesh Tailang, Waluscha De Sousa, Ekavali Khanna, Saba Saudagar, Tauqeer Alam Khan, Tanya Desai, Palak Jaiswal, Vipin Bhardwaj, Mudasir Bhat, Harry Parmar, Ram Menon, Gauahar Khan, Ajay Choudhary, Amal Sherawat, Rohtas Nain, Shreyas Zutchi, Akshun Vashisht, Arry Dabbas, Kalpana, Ashish Bhatia, Singh Rajni",JioCinema
Barbecue Showdown Season 1,No description available,Reality show,3.531681244,"Kevin Bludso, Melissa Cookston, Rutledge Wood, Lyric Lewis",Netflix
JL50,Shailender Vyas,Drama,3.531681244,"Abhay Deol, Pankaj Kapur, Ritika Anand, Piyush Mishra, Rajesh Sharma, Amrita Chattopadhyay, Barun Chanda, Saswati Guhathakurta, Gautam Sarkar, Pujarini Ghosh, Aparajita Ghosh",SonyLIV
The Boys Season 2,"Philip Sgriccia, Stefan Schwartz, Frederick E.O. Toye, Sarah Boyd, Steve Boyum, Liz Friedlander, Alex Graves, Batan Silva",Action Black comedy Drama Satire Superhero Thriller,3.6,"Karl Urban, Jack Quaid, Antony Starr, Erin Moriarty, Erin Moriarty, Dominique McElligott, Jessie Usher, Jessie T. Usher, Laz Alonso, Chace Crawford, Tomer Kapon, Tomer Capon, Karen Fukuhara, Nathan Mitchell, Elisabeth Shue, Colby Minifie, Aya Cash",Prime Video
Borgen Season 1,"Søren Kragh Jacobsen, Rumle Hammerich",Political drama,3.531681244,"Sidse Babett Knudsen, Birgitte Hjort Sørensen, Pilou Asbæk, Søren Malling, Lisbeth Wulff, Freja Riemann, Kasper Lange, Mikael Birkkjær",Netflix
Borgen Season 2,"Søren Kragh Jacobsen, Rumle Hammerich",Political drama,3.531681244,"Phillip Christensen, Laura Christensen, Magnus Christensen, Niels Erik Lund, Sanne, Jytte, Torben Friis, Pia Munk, Ulrik Mørch, Alexander Hjort, Simon Bech, Amir Diwan, Henriette Klitgaard, Jacob Kruse, Erik Hoffmann, Nete Buch, Jon Berthelsen, Søren Ravn, Michael Laugesen, Bjørn Marrot, Troels Höxenhaven, Hans Christian Thorsen, Pernille Madsen, Svend Åge Saltum, Benedikte Nedergaard, Yvonne Kjær, Anne Sophie Lindenkrone, Aicha Nagrawi, Parly Petersen, Inger Hansen, Nadia Barazani",Netflix
Borgen Season 3,"Søren Kragh Jacobsen, Rumle Hammerich",Political drama,3.531681244,"Sidse Babett Knudsen, Birgitte Hjort Sørensen, Pilou Asbæk, Søren Malling",Netflix
All or Nothing: Tottenham Hotspur,Anthony Philipson,Documentary,3.531681244,"Tom Hardy, Jose Mourinho, Daniel Levy, Dele Alli, Harry Kane, Geoff Scott, Toby Alderweireld, Heung-Min Son, Moussa Sissoko, Ben Davies, Joao Sacramento, Lucas Moura, Eric Dier, Jason Burt, Serge Aurier, Christian Eriksen, Hugo Lloris, Steve Hitchen",Prime Video
Aashram Season 1,"Surender Kumar, Prakash Jha",Unknown,3.3,"Bobby Deol, Chandan Roy Sanyal, Aaditi Pohankar, Tushar Pandey, Darshan Kumar, Anupriya Goenka, Tridha Choudhury, Vikram Kochhar, Anil Rastogi, Sachin Shroff, Anurita Jha, Rajeev Siddhartha, Jahangir Khan, Adhyayan Suman, Keshav Pandit, Mala Sinha, Rupesh Kumar, Navdeep Tomar, Akhilesh Tripathi, Jigesh, Preeti Singh, Esha Gupta",MX Player
Masaba Masaba Season 1,Sonam Nair,Drama,4.6,"Masaba Gupta, Neena Gupta",Netflix
Lucifer Season 5,"Eagle Egilsson, Sherwin Shilati, Claudia Yarmy, Viet Nguyen, Sam Hill, Richard Speight Jr., Nathan Hope, Kevin Alejandro, Bola Ogun, Greg Beeman, Lisa Demaine, Karen Gaviola",Mystery Occult detective fiction Urban fantasy [ 1 ] Police procedural Comedy drama [ 2 ],3.531681244,"Tom Ellis, Lauren German, Kevin Alejandro, D.B. Woodside, Lesley-Ann Brandt, Rachael Harris, Aimee Garcia, Scarlett Estevez, Tricia Helfer, Inbar Lavi, Scott Porter, Genevieve Gauss, Dennis Haysbert, Jeremiah Birkett, Phil Kruse, Vinessa Vidotto, Alexander Koch, Rebecca De Mornay, Joel Rush, Stephen Schneider, Kimia Behpoornia, Charlyne Yi, Darion Basco, Alexandra Grossi, Eddie Flake, Ginifer King, Brian Oblak, Christopher Boyer, Courtney Elizabeth",Netflix
