series_name,director_name,genre,ratings,performers,ott_platform
Andor Season 1,"Toby Haynes, Ben Caron, Susanna White",Action-adventure Drama Dystopia [ 1 ] Political thriller Spy thriller Science fiction,4.1,"Diego Luna, Genevieve O'Reilly, Stellan Skarsgård, Adria Arjona, Fiona Shaw, Denise Gough, Kyle Soller, Forest Whitaker, Robert Emms, David Hayman",Disney+ Hotstar
Dahmer – Monster: The Jeffrey Dahmer Story,"Carl Franklin, Clement Virgo, Jennifer Lynch, Paris Barclay, Gregg Araki",Unknown,4.5,"Evan Peters, Richard Jenkins, Molly Ringwald, Niecy Nash, Michael Learned",Netflix
Fortune Seller: A TV Scam,Nicola Prosatore,Unknown,5.0,"Wanna Marchi, Stefania Nobile",Netflix
May It Please the Court,Kang Min-goo,Drama,4.0,"Jung Ryeo-won, Lee Kyu-hyung, Jung Jin-young, Kim Hye-eun, Lee Sang-hee",Disney+ Hotstar
Only for Love,"Ana Luiza Azevedo, Gisele Barroco, Joana Mariani",Unknown,3.6,"Laila Garin, Filipe Bragança, Lucy Alves, Agnes Nunes, Xamã, Luiza Fittipaldi, Adriano Ferreira, Ana Mametto, Giordano Castro, Gustavo Vaz",Netflix
Prisma,Ludovico Bessegato,Coming-of-age Teen drama,4.6,"Mattia Carrano, Lorenzo Zurzolo, Caterina Forza, Chiara Bordi, LXX Blood, Matteo Scattaretico, Zakaria Hamza, Riccardo Afan de Rivera Costaguti, Flavia del Prete, Asia Patrignani, Elena Falvella Capodaglio, Andrea Giannini, Nico Guerzoni",Prime Video
Dude Season 2,Neel Jadhav,Unknown,4.1,"Ambrish Verma, Arun Kushwah, Apoorva Arora, Rakesh Bedi, Sidharth Bhardwaj, Shibani Bedi, Sudheer Chobessy, Vedant Chibber",Amazon miniTV
A Private Affair,"David Pinillos, Maria Ripoll, Daniel Aranyó",Mystery,3.9,"Jean Reno, Aura Garrido, Ángela Molina, Álex García, Irene Montalà",Prime Video
Dahan,Vikrant Pawar,Supernatural Horror,3.4,"Tisca Chopra, Saurabh Shukla, Rajesh Tailang, Ankur Nayyar, Mukesh Tiwari",Disney+ Hotstar
Shiksha Mandal,Syed Ahmad Afzal,Crime Thriller,3.5,"Gulshan Devaiah, Gauhar Khan, Pawan Malhotra, Puneet Kumar Mishra, Rajendra Sethi, Iram Badar Khan, Shivani Singh, Jaihind Kumar, Ramkrishan Dhakad, Kumara Saurabh, Sandeep Goyat",MX Player
Cobra Kai Season 5,"Jon Hurwitz, Hayden Schlossberg",Comedy drama Action Martial arts,3.3,"Ralph Macchio, William Zabka, Courtney Henggeler, Xolo Maridueña, Tanner Buchanan, Mary Mouser, Jacob Bertrand, Gianni DeCenzo, Martin Kove, Peyton List, Vanessa Rubio, Thomas Ian Griffith",Netflix
Narco-Saints,Yoon Jong-bin,Thriller [ 2 ] Crime [ 2 ],3.9,"Ha Jung-woo, Hwang Jung-min, Park Hae-soo, Jo Woo-jin, Yoo Yeon-seok",Netflix
Cars on the Road,"Steve Purcell, Brian Fee, Bobby Podesta,",Unknown,1.5,"Owen Wilson, Larry the Cable Guy, Bonnie Hunt, Cheech Marin, Lloyd Sherr, Quinta Brunson",Disney+ Hotstar
Growing Up,"Nicole Galovski, Kishori Rajan, Brie Larson, Elegance Bratton, Smriti Mundhra, Yara Shahidi, Ashley Eakin, Sydney Freeland, Bernardo Ruiz, Ekwa Msangi, Rudy Valdez",Teen drama,4.7,"Alex Crotty, Clare Della Valle, Isabel Lam, Amiri Nash, Athena Nair, Sofia Ongele, Emily Flores, Sage Grace Dolan-Sandrino, Gavin Arneson, Vanessa Aryee, David Puma",Disney+ Hotstar
The Imperfects,"Mark Chow, Mathias Herndl, Nimisha Mukerji, Jovanka Vuckovic",Unknown,4.3,"Italia Ricci, Iñaki Godoy, Morgan Taylor Campbell, Rhianna Jagpal, Kyra Zagorsky, Rhys Nicholson, Celina Martin, Junnicia Lagoutin, Rekha Sharma, Ron Selmour, Chris Cope, Jennifer Cheon Garcia, Brandon Fung, Siddhartha Minhas, Diego Stredel, Veronica Long, Mya Lowe, Leslie Kwan",Netflix
Tierra Incógnita,Sebastián Pivotto,Mystery,4.8,"Pedro Maurizi, Mora Fisz, Tomás Kirzner, Carla Pandolfi, Verónica Intile, Ezequiel Rodríguez, Osmar Núñez, Silvia Kutika, Thomas Lepera, Azucena Zhou, Lautaro Delgado Tymruk, Valentina González, Fernando Malfitano, Joaquín Ochoa, Martín Armendáriz, Sebastián Sinnot",Disney+ Hotstar
Wedding Season,"George Kane, Laura Scrivano",Unknown,4.8,"Rosa Salazar, Gavin Drea, Jade Harrison, Jamie Michie, Callie Cooke, Bhav Joshi, Ioanna Kimbrook, Omar Baroud",Disney+ Hotstar
Chef's Table: Pizza,"Abigail Fuller, Clay Jeter, Zia Mandviwalla, Brian McGinn",Unknown,3.0,"Sarah Minnick, Franco Pepe, Ann Kim, Chris Bianco, Gabriele Bonci, Yoshihiro Imai",Netflix
Rick and Morty Season 6,"Wesley Archer, Johnny Tesoro, Jacob Hair, Kyoung Hee Lim, Douglas Einar Olsen, Lucas Gray, Fill Marc Sagadraca",Unknown,3.3,"Justin Roiland, Sarah Chalke, Chris Parnell, Spencer Grammer",Netflix
Devil in Ohio,"John Fawcett, Steven A. Adelson, Leslie Hope, Brad Anderson",Mystery,5.0,"Emily Deschanel, Stacey Farber, Alisha Newton, Sam Jaeger, Tahmoh Penikett, Madeleine Arthur, Keenan Tracey, Samantha Ferris, Gerardo Celasco, Bradley Stryker, Marci T. House, Ty Wood, Djouliet Amara, Naomi Tan, Xaria Dotson, Jason Sakaki, Evan Ellison, Eva Bourne",Netflix
Fabulous Lives of Bollywood Wives Season 2,Uttam Domale,Unknown,1.9,"Seema Kiran Sajdeh, Maheep Kapoor, Bhavana Pandey, Neelam Kothari Soni",Netflix
Snakes SOS: Goa's Wildest Season 2,Doel Trivedy,Unknown,5.0,"Louise Remedios, Benhail Antao",Disney+ Hotstar
The Lord of the Rings: The Rings of Power Season 1,"J. A. Bayona, Wayne Che Yip, Charlotte Brändström",Unknown,3.1,"Robert Aramayo, Owain Arthur, Nazanin Boniadi, Morfydd Clark, Ismael Cruz Córdova, Ema Horvath, Markella Kavenagh, Joseph Mawle, Tyroe Muhafidin, Sophia Nomvete",Prime Video
Off the Hook,Marie Jardillier,Unknown,5.0,"Tiphaine Daviot, Manon Azem, Oussama Kheddam, Charlotte de Turckheim, Zinedine Soualem, Helena Noguerra",Netflix
Tales of the Walking Dead,"Michael E. Satrazemis, Deborah Kampmeier, Haifaa Al-Mansour, Tara Nicole Weyr",Unknown,5.0,"Anthony Edwards, Parker Posey, Jillian Bell, Terry Crews, Olivia Munn, Poppy Liu, Danny Ramirez, Daniella Pineda, Jessie T. Usher, Samantha Morton",Amc
The Patient,"Kevin Bray, Gwyneth Horder-Payton, Chris Long",Unknown,2.5,"Domhnall Gleeson, Andrew Leeds, David Alan Grier, Linda Emond, Laura Niemi, Alex Rich, Amy Handelman",Disney+ Hotstar
Criminal Justice Adhura Sach,Rohan Sippy,Crime Legal drama Thriller,3.7,"Pankaj Tripathi, Kalyanee Mulay, Aatm Prakash Mishra, Swastika Mukherjee, Purab Kohli, Aaditya Gupta, Deshna Dugad, Addinath Kothare, Khushboo Atre, Gaurav Gera, Sushil Kumar, Saahitya Pansare, Palak Singh, Adityaraj, Manohar Teli, Ganesh Ghadi, Sharad Gurav, Ishika Makhija",Disney+ Hotstar
Delhi Crime Season 2,"Rajesh Mapuskar, Tanuj Chopra",Unknown,3.5,"Shefali Shah, Rasika Dugal, Rajesh Tailang, Adil Hussain, Anurag Arora, Yashaswini Dayama, Sidharth Bhardwaj, Gopal Dutt, Denzil Smith, Tillotama Shome, Jatin Goswami, Vyom Yadav, Ankit Sharma",Netflix
ImMature Season 2,Prem Mistry,Romantic comedy,3.7,"Omkar Kulkarni, Rashmi Agdekar, Chinamay Chandraunshush, Visshesh Tiwari, Vikranth Thanikanti",Prime Video
Little Demon,Jeanette Moreno King,Unknown,4.9,"Aubrey Plaza, Lucy DeVito, Danny DeVito",Disney+ Hotstar
Mike,"Craig Gillespie, Director X.",Biographical drama Sports drama,3.4,"Kerry Sims, Scott MacDonald, Trevante Rhodes, Harvey Keitel, Suzette Lange, Nathalie J. Alarcon, Kale Browne, Erica Rowell Green, B.J. Minor, Ethan Dubin, Adams Bellouis, Li Eubanks, Kenneth Trujillo, Lawrence J. Hughes, Jackie Sanders, Ashlei Lewis, Greg Kaston",Disney+ Hotstar
See Season 3,Anders Engström,Action-adventure Drama Science fiction Thriller,4.0,"Jason Momoa, Sylvia Hoeks, Hera Hilmar, Christian Camargo, Archie Madekwe, Nesta Cooper, Tom Mison, Olivia Cheng, Eden Epstein, Michael Raymond-James, David Hewlett",Apple TV+
Maharani Season 2,Ravindra Gautam,Political drama,3.5,"Huma Qureshi, Amit Sial, Sohum Shah, Dibyendu Bhattacharya, Vineet Kumar, Pramod Pathak, Kani Kusruti, Sushil Pandey, Anuja Sathe, Neha Chauhan",SonyLIV
Sketch,Lim Tae-woo,Comedy,4.0,"Jung Ji-hoon, Lee Dong-gun, Lee Sun-bin, Jung Jin-young, Kang Shin-il, Lim Hwa-young, Lee Seung-joo",Disney+ Hotstar
Please Find Attached Season 3,Mandar Kurundkar,Unknown,3.6,"Ayush Mehra, Barkha Singh, Vaibhavi Upadhyaya, Aditya Pandey, Tushar Dhembla, Shiv Kanungo, Priyank Tatariya, Noyrika Bhatheja, Krutika Deo, Ovais Khan, Anubha Arora, Varun Tewari",Amazon miniTV
House of the Dragon Season 1,"Miguel Sapochnik, Greg Yaitanes, Clare Kilner, Geeta Vasant Patel",Unknown,2.8,"Paddy Considine, Matt Smith, Emma D'Arcy, Rhys Ifans, Steve Toussaint, Eve Best, Sonoya Mizuno, Fabien Frankel, Olivia Cooke, Graham McTavish, Matthew Needham, Jefferson Hall, Harry Collett, Tom Glynn-Carney, Ewan Mitchell, Phia Saban, Bethany Antonia, Phoebe Campbell",JioCinema
The Walking Dead Season 11,"Kevin Dowling, Frederick E.O. Toye, Greg Nicotero, Sharat Raju, Jon Amiel, Michael Cudlitz, Tawnia McKiernan, Loren Yaconelli, Marcus Stokes, Lily Mariye, Catriona McKenzie",Horror [ 1 ] Drama [ 2 ] Zombie apocalypse Neo-Western [ 3 ],4.6,"Norman Reedus, Melissa McBride, Lauren Cohan, Christian Serratos, Josh McDermitt, Seth Gilliam, Ross Marquand, Khary Payton, Cooper Andrews, Callan McAuliffe, Jeffrey Dean Morgan, Eleanor Matsuura, Nadia Hilker, Cailey Fleming, Cassady McClincy, Lauren Ridloff, Paola Lázaro, Michael James Shaw, Lynn Collins, Josh Hamilton, Margot Bingham, Laila Robins",Netflix
Duranga,"Goldie Behl, Shradha Singh",Unknown,3.7,"Gulshan Devaiah, Drashti Dhami, Hera Mishra",Zee5
Tamil Rockerz,Arivazhagan,Thriller,3.7,"Arun Vijay, Vani Bhojan, Ishwarya Menon, Azhagam Perumal, Vinodhini, G.Marimuthu, Tharun Kumar, Vinod Sagar, Sharath Ravi, Kaakamuttai Ramesh, Kakkamuttai Vignesh, Ajit Joshy",SonyLIV
Raised by Wolves Season 1,"Ridley Scott, Luke Scott, Sergio Mimica-Gezzan, Alex Gabassi, James Hawes",Science fiction Epic [ 1 ] Drama,2.8,"Amanda Collin, Abubakar Salim, Winta McGrath, Travis Fimmel, Niamh Algar, Jordan Loughran, Felix Jamieson, Ethan Hazzard, Aasiya Shah, Ivy Wong, Matias Varela",Prime Video
Raised by Wolves Season 2,"Ernest Dickerson, Sunu Gonera, Alex Gabassi, Lukas Ettlin",Science fiction Epic [ 1 ] Drama,3.5,"Amanda Collin, Abubakar Salim, Winta McGrath, Travis Fimmel, Niamh Algar, Jordan Loughran, Felix Jamieson, Ethan Hazzard, Aasiya Shah, Ivy Wong, Matias Varela, Peter Christoffersen, Selina Jones, Morgan Santo, James Harkness, Kim Engelbrecht, Jennifer Saayeng",Prime Video
She-Hulk: Attorney at Law,"Kat Coiro, Anu Valia",Comedy,3.1,"Tatiana Maslany, Mark Ruffalo, Tim Roth, Benedict Wong, Ginger Gonzaga, Jameela Jamil, Renée Elise Goldsberry, Anais Almonte, Josh Segarra, Jon Bass, Nicholas Cirillo",Disney+ Hotstar
Tekken: Bloodline,Katsuhiro Harada,Fighting Beat 'em up,3.8,"Isshin Chiba, Ej Neri",Netflix
The Bear Season 1,"Christopher Storer, Joanna Calo",Comedy-drama Psychological drama,4.8,"Jeremy Allen White, Ebon Moss Bachrach, Abby Elliott, Ayo Edebiri, Liza Colón Zayas, Lionel Boyce, Edwin Lee Gibson, Richard Esteras, Matty Matheson, Chris Witaske",Disney+ Hotstar
Peacemaker,"James Gunn, Brad Anderson",Action,5.0,"John Cena, Steve Agee, Danielle Brooks, Robert Patrick, Jennifer Holland, Freddie Stroma, Chukwudi Iwuji",Prime Video
Cosmic Love,Michael Shea,Reality,4.0,"Connor Shennan, Cree Summer, Phoebe Davis, David Christopher, Maria Rodriguez, Danae DeSpain, Chris Ragusa, Javier McIntosh, Noel Allen, Yana Orlova, Phillip Newhard, Morgan Raphael, Christopher J. Essex, Jazmin Potts, Darren Hopes, Adrianna Raphaela, Ana Miranda, Caleb McDonnell, Christopher Jones, Theresa Vongkhamchanh, Jasmine Rodulfo, Ophira Edut, Tali Edut, Christopher Donaghue, Salayna Hurlburt",Prime Video
Mind the Malhotras Season 2,Sahil Sangha,Comedy drama Family drama,4.4,"Mini Mathur, Cyrus Sahukar, Sushmita Mukherjee, Anandita Pagnis, Nikki Sharma, Jason D'souza, Rahul Verma, Denzil Smith",Prime Video
I Am Groot,Kirsten Lepore,Comedy Science fiction Superhero,3.2,"Vin Diesel, Bradley Cooper",Disney+ Hotstar
Indian Matchmaking Season 2,Smriti Mundhra,Reality television,0.5,"Sima Taparia, Nadia Jagessar, Viral Joshi, Pradhyuman Maloo, Ashima Chauhaan, Shital Patel, Vinesh Vasnani, Arshneel Kochar, Aparna Shewakramani, Akshay Dhumal, Priya Ashra, Shekar Jayaraman, Aashay Shah, Anjali Naskar, Avinash Shingwani, Daman Baath, Meena Rai, Mosum Parikh, Rinkle Goyal, Viral Kothari, Vishal Kalyanasundaram, Devika Vaid",Netflix
Crash Course,Vijay Maurya,Drama,3.6,"Annu Kapoor, Mohit Solanki, Hridhu Haroon, Anushka Kaushik, Riddhi Kumar, Bhavesh Balchandani, Aryan Singh, Hetal Gada, Anvesha Vij, Bhanu Uday, Udit Arora, Pranay Pachauri, Bidita Bag",Prime Video
Victim,"Chimbudevan, Rajesh M, PA Ranjith, Venkat Prabhu",Unknown,2.6,"Amala Paul, Priya Bhavani Shankar, Guru Somasundaram, Lizzie Anton, Prasanna, Nataraja Subramanian, Thambi Ramaiah, Kalaiarasan Harikrishnan, Nasser M",SonyLIV
Doom Patrol Season 1,"Glen Winter, Dermott Downs, Rachel Talalay, Stefan Pleszczynski, Larry Teng, Christopher Manley, Harry Jierjian, Rebecca Rodriguez, Carol Banker, Rob Hardy, Salli Richardson-Whitfield, T.J. Scott, Rachel Talalay, Larry Teng, Wayne Yip",Unknown,3.7,"Diane Guerrero, April Bowlby, Alan Tudyk, Matt Bomer, Brendan Fraser, Timothy Dalton, Joivan Wade, Skye Roberts, Riley Shanahan, Matthew Zuk",Prime Video
Secrets of the Koh-i-noor,Raghav Jairath,Documentary,4.2,Manoj Bajpayee,Amazon Prime Video
The Great Weddings of Munnes,Sunil Subramani,Unknown,3.3,"Abhishek Banerjee, Barkha Singh, Vishvendra Singh, Aakash Dabhade, Sunita Rajwar, Paresh Ganatra, Aakash Dabhade, Sunil Chitkara, Banwarilal Jhol, Chetan Sharma",JioCinema
When the Weather is Nice,Ji-Seung Han,Crime thriller Suspense Mystery Sci-Fi,4.1,"Seo Kang-joon, Ok Chan-yu, Park Min-young, Park Seo-kyung",Disney+ Hotstar
Big Mouth (2022),Choong Hwan Oh,Hardboiled [ 3 ] Noir [ 3 ] Legal [ 4 ] Crime [ 5 ],3.6,"Lee Jong-suk, Im Yoon-ah, Kim Joo-hun, Kwak Dong-yeon, Yang Kyung-won, Sun Hwa Han, Oh Eui-Sik, Ja-Yeon Ok, Lee Yoo-Joon, Kim Dong-Won",Disney+ Hotstar
Masaba Masaba Season 2,Sonam Nair,Unknown,3.5,"Masaba Gupta, Neena Gupta, Neil Bhoopalam, Rytasha Rathore, Amariah Awantaye, Kusha Kapila, Kareema Barry, Barkha Singh, Ram Kapoor, Armaan Khera",Netflix
Paper Rocket,Kiruthiga Udhayanidhi,Drama,3.8,"Kalidas Jayaram, Tanya Ravichandran, Renuka, Karunakaran, Nirmal Palazhi, Gouri G Kishan, Kaali Venkat, Poornima Bhagyaraj",Zee5
Pretty Little Liars: Original Sin,Lisa Soper,Teen drama Mystery Thriller,4.5,"Chandler Kinney, Maia Reficco, Bailee Madison, Zaria, Malia Pyles, Alex Aiono, Mallory Bechtel, Eric Johnson",Prime Video
Rangbaaz: Darr Ki Rajneeti,Sachin Pathak,Action Crime Biography,3.2,"Vineet Kumar Singh, Aakanksha Singh, Vijay Maurya, Rajesh Tailang, Prashant Narayanan, Geetanjali Kulkarni, Sudhanva Deshpande, Soham Majumdar, Ashok Pathak",Zee5
Uncoupled,Andrew Fleming,Unknown,4.5,"Neil Patrick Harris, isha Campbell, Brooks Ashmanskas, Emerson Brooks, Colin Hanlon, Iván Amaro Bullón, Jay Santiago, Paul Robert Kane, Jhulenty Delossantos, Marcia Gay Harden",Netflix
Keep Breathing,"Maggie Kiley, Rebecca Rodriguez",Unknown,3.3,Melissa Barrera,Netflix
Adamas,Park Seung-woo,Fantasy [ 1 ] Romance [ 1 ],4.6,"Ji Sung, Seo Ji-hye, Lee Soo-kyung, Anzu Lawson, Heo Sung-tae, Jo Sung-ha, Seo Hyun-woo, Shin Hyun-Seung, Dae-hwan Oh, Hyung Hoon Won, Go Yoon, Jin-Hee Jang, Tae-hee Heo, Lee Shi-won, Jeong Bo-Seok",Disney+ Hotstar
Santa Evita,"Rodrigo García, Alejandro Maci",Drama,4.5,"Natalia Oreiro, Diego Velázquez, Francesc Orella, Diego Cremonesi, Ernesto Alterio, Darío Grandinetti, Damián Canduci, Guillermo Arengo, Gaby Ferrero, Jenni Merla, Fedra Defendente, Julieta Vallina, Eugenia Alonso, Carolina Costas",Disney+ Hotstar
Dr. Arora,"Sajid Ali, Archit Kumar",Drama,3.6,"Kumud Mishra, Gaurav Parajuli, Vivek Mushran, Ajitesh Gupta, Vidya Malvade, Sandeepa Dhar, Shekhar Suman",SonyLIV
Ghar Waapsi,Ruchir Arun,Drama,4.1,"Vishal Vashishtha, Vibha Chibber, Atul Srivastava, Saad Bilgrami, Anushka Kaushik",Disney+ Hotstar
Meme Boys,Arun Koushik,Unknown,3.7,"Guru Somasundaram, Badava Gopi, Siddharth Babu, Aadhitya Bhaskar, Jayanth, Namritha, Nikhil Nair",SonyLIV
Roohaniyat Season 2,"Glen Barretto, Ankush Mohla",Drama Family Mystery Romance Crime,3.3,"Arjun Bijlani, Kanika Mann, Palak Purswani, Smita Bansal, Aman Verma, Harshit Sindhwani, Geetika Mehandru, Arushi Handa, Yuvika Chaudhary, Shaan Grover",MX Player
Trying Season 3,Elliot Hegarty,Comedy,0.5,"Esther Smith, Rafe Spall, Oliver Chris, Sian Brooke, Darren Boyd, Robyn Cara, Phil Davis, Paula Wilcox, Marian McLoughlin, Roderick Smith",Apple TV+
Hidden,Baris Yös,Unknown,3.6,"Kutsi, Hande Dogandemir, Yesim Ceren Bozoglu, Hatice Aslan, Ece Yasar, Erdem Kaynarca, Incinur Dasdemir, Ezgi Gör, Derya Pinar Ak, Özgür Daniel Foster, Merve Sevin, Ezgi Tombul, Emir Ali Dogrul, Elif Kurtuaran",Disney+ Hotstar
Parampara Season 2,"Krishna Vijay L., Viswanath Arigela, Hari Yelleti",Political Crime drama,3.3,"Jagapathi Babu, Sritej, R. Sarath Kumar, Prawin Yendamuri, Naveen Chandra, Ishan, Aakanksha Singh, Naina Ganguly, Aamani, Kasthuri, Murali Mohan, Thotapalli Madhu, Surya, Jogi Brothers, Arjun Ambati, Kedar Shankar, Kamalakar, Teja, Praveena, Divi, Shreya Navile, Rama Devi",Disney+ Hotstar
Indian Predator: The Butcher of Delhi,Ayesha Sood,Crime,3.2,"Sunder Singh, Hargobinder Singh, Amit Kumar Jha, Utkarsh Anand, Dr. S.L. Vaya, Akhilesh Sharma, Devnarayan Paswan, Alakh Sharma, Deepak Sharma, Varun Goswami, Bhidu Jadhav, Ashok Shah, Bharati Mandal, Vijay Mandal",Netflix
Virgin River Season 4,"Martin Wood, Nimisha Mukerji, Siobhan Devine, Monika Mitchell, Andy Mikita",Romantic drama,4.5,"Alexandra Breckenridge, Martin Henderson, Colin Lawrence, Jenny Cooper, Lauren Hammersley, Annette O'Toole, Tim Matheson, Benjamin Hollingsworth, Grayson Gurnsey, Sarah Dugdale, Zibby Allen, Marco Grazzini, Mark Ghanime, Kai Bradbury, Daniel Gillies, Lexa Doig, Nicola Cavendish, Gwynyth Walsh, Lynda Boyd, David Cubitt, Ian Tracey, Teryl Rothery, Steve Bacic, Stacey Farber",Netflix
NCR Days,Ambrish Verma,Drama,4.0,"Nikhil Vijay, Raghvika Kohli, Ambrish Verma, Heer Kaur, Ankit Bhardwaj, Rajat Dahiya, Abhishek Srivastava, Arun Kushwah, Anusha Gupta, Purnendu Bhattacharya",YouTube
The Sex Lives of College Girls Season 1,"David Gordon Green, Zoe Cassavetes, Kabir Akhtar, Rachel Raimist, Meredith Dawson, Lila Neugebauer, Maggie Carey, Liza Johnson",Unknown,3.0,"Pauline Chalamet, Amrit Kaur, Reneé Rapp, Alyah Chanelle Scott, Gavin Leatherwood, Chris Meyer, Ilia Isorelýs Paulino, Renika Williams, Lolo Spencer, Midori Francis, Mitchell Slaggert",Prime Video
Brockmire Season 4,Maurice Marable,Sitcom,5.0,"Hank Azaria, Amanda Peet, Tyrel Jackson Williams, J. K. Simmons, Tawny Newsome, Reina Hardesty",Amc
Candy (2022),"Michael Uppendahl, Jennifer Getzinger, Benjamin Semanoff, Tara Nicole Weyr",Unknown,3.1,"Jessica Biel, Melanie Lynskey, Pablo Schreiber, Timothy Simons, Raúl Esparza",Disney+ Hotstar
Comicstaan Season 3,Angshuman Ghosh,Unknown,3.7,"Sumukhi Suresh, Kenny Sebastian, Zakir Khan, Neeti Palta, Abish Matthew, Kusha Kapila, Aadar Malik, Anu Menon, Kanan Gill, Prashasti Singh, Sapan Verma, Rahul Subramanian, Rohan Joshi",Prime Video
Shoorveer,Kanishk Varma,Action thriller Drama,3.8,"Makarand Deshpande, Manish Chaudhari, Regina Cassandra, Armaan Ralhan, Aadil Khan, Abhishek Saha, Anjali Barot, Kuldeep Sareen, Arif Zakaria, Faisal Rashid, Sahil Mehta, Shivya Pathani",Disney+ Hotstar
Maggie,"Natalia Anderson, Jaffar Mahmood",Sitcom,3.5,"Trent Garrett, Rebecca Rittenhouse, Chase Yi, Adam Korson, Nichole Sakura, Chris Elliott, Chloe Bridges, Angelique Cabral, Kerri Kenney, Andy Favreau, Leonardo Nam, David Del Rio, Ryan Caltagirone, Paloma Esparza Rabinov, Jenna Davis, Angela Giarratana, Arica Himmel, Ray Ford",Disney+ Hotstar
Resident Evil,"Rachel Goldberg, Rob Seidenglanz, Batan Silva, Bronwen Hughes",Action,3.5,"Ella Balinska, Lance Reddick, Tetiana Gaidar, Turlough Convery, Connor Gosatti, Lea Vivier, Mpho Osei Tutu, Hanni Heinrich",Netflix
The Old Man,Jon Watts,Action drama Thriller,3.6,"Jeff Bridges, John Lithgow, Amy Brenneman, Alia Shawkat, Gbenga Akinnagbe",Disney+ Hotstar
Untouchable,Jo Nam-kook,Unknown,3.5,"Jin Goo, Kim Sung-kyun, Jung Eun-ji, Go Joon-hee, Ji-hwan Park, Shin Jeong-geun, Park Won-Sang, Soo-jung Ye, Soo-jin Kyung, Lee Jae-won, Yoo-ram Bae, Geun-hyeong Park, Choi Jong-won, Jae-ryong Cho, Hyun-sung Lim, Yoon-Ha Ji",Disney+ Hotstar
How to Change Your Mind,"Alison Ellwood, Lucy Walker",Mystery,5.0,Michael Pollan,Netflix
Modern Love Hyderabad,"Nagesh Kukunoor, Venkatesh Maha, Uday Gurrala, Devika Bahudanam",Drama,3.1,"Aadhi Pinisetty, Nithya Menen, Ritu Varma, Suhasini Maniratnam, Revathy, Naresh, Malavika Nair, Abijeet Duddala, Naresh Agastya, Komalee Prasad, Ulka Gupta",Prime Video
Ranveer vs Wild with Bear Grylls,Khuzema Haveliwala,Unknown,4.3,"Ranveer Singh, Bear Grylls, Karan Kapadia",Netflix
Saas Bahu Achaar Pvt. Ltd.,Apoorv Singh Karki,Comedy drama,3.8,"Amruta Subhash, Yamini Das, Anandeshwar Dwivedi, Anup Soni, Anjana Sukhani, Manu Bisht, Nikhil Chawla, Shreyansh Kaurav",Zee5
Dark Winds,"Chris Eyre, Sanford Bookstaver",Psychological thriller Western noir thriller Crime drama,2.1,"Zahn McClarnon, Kiowa Gordon, Jessica Matten, Deanna Allison, Rainn Wilson, Elva Guerra, Jeremiah Bitsui, Eugene Brave Rock, Noah Emmerich",Amc
Fantastic,Jo Nam-kook,Unknown,3.3,"Kim Hyun-joo, Joo Sang-wook, Park Si-yeon, Ji Soo, Kim Tae-hoon, Kim Jung-nan",Disney+ Hotstar
Rain or Shine,Kim Jin-won,Romance Melodrama,3.2,"Lee Jun-ho, Nam Da-reum, Won Jin-ah, Park Si-eun, Lee Ki-woo, Kang Han-na",Disney+ Hotstar
Manifest Season 1,"David Frankel, Dean White, Paul Holahan, Craig Zisk, Tawnia McKiernan, Félix Enríquez Alcalá, Michael Schultz, Nina Lopez-Corrado, Michael Smith, Marisol Adler, Millicent Shelton, Constantine Makris, Claudia Yarmy",Unknown,0.5,"Melissa Roxburgh, Josh Dallas, Athena Karkanis, J. R. Ramirez, Luna Blaise, Jack Messina, Parveen Kaur, Matt Long, Daryl Edwards",Netflix
Manifest Season 3,"Romeo Tirone, Michael Smith, Marisol Adler, Sherwin Shilati, Claudia Yarmy, Laura Belsey, Ramaa Mosley, Ruba Nadda, Dean White",Drama Supernatural,4.5,"Melissa Roxburgh, Josh Dallas, Athena Karkanis, J. R. Ramirez, Luna Blaise, Jack Messina, Parveen Kaur, Holly Taylor, Daryl Edwards, Frank Deal, Julienne Hanzelka Kim, Omar Torres ii, Tim Moriarty, Adriane Lenox, Jared Grimes, Ed Herbstman, James McMenamin, Devin Harjes, DazMann Still, Lauren Norvelle, Warner Miller, Will Peltz, Mahira Kakkar, Ali Lopez-Sohaili",Netflix
"Miya, Biwi Aur Murder",Sunil Manchanda,Unknown,3.8,"Rajeev Khandelwal, Manjari Fadnnis, Rushad Rana, Prasad Khandekar, Ritik Dinesh Shah, Ashutosh Pandey, Ana Ilmi, Ashmita Bakshi, Micky Makhija, Vinod Pal, Randeep Malik",MX Player
The Terminal List Season 1,"Antoine Fuqua, Ellen Kuras",Action Conspiracy thriller Drama,3.8,"Chris Pratt, Taylor Kitsch, Constance Wu, Jeanne Tripplehorn, Riley Keough, Patrick Schwarzenegger, Arlo Mertz",Prime Video
Baymax!,"Dan Abraham, Mark Kennedy, Lissa Treiman, Dean Wellins",Comedy,3.2,"Scott Adsit, Ryan Potter, Maya Rudolph, Emily Kuroda, Lilimar, Zeno Robinson, Jaboukie Young-White",Disney+ Hotstar
